Business Unit,Operating Unit,Account,Product,Sub-Product,Book Code,Affliate,Project ID,Class,Currency,Amount,ADB Date,Accounting Date,Trade Ref,Narrative,Operating Unit Affliate,Acctg Reason Code,Relation ID,Reversal,IntraDay,Source, Trade Group ID,Client Code,Client Name,Doc Seq Number
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,4509.62,05/13/2019,05/13/2019,MCHLE800692,LE800692_20190513_432,   ,GL,  ,   ,N,MID, , , ,27
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-4509.62,05/13/2019,05/13/2019,MCHLE800692,LE800692_20190513_432,   ,GL,  ,   ,N,MID, , , ,28
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,239.81,05/13/2019,05/13/2019,MCHLE800687,LE800687_20190513_433,   ,GL,  ,   ,N,MID, , , ,29
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-239.81,05/13/2019,05/13/2019,MCHLE800687,LE800687_20190513_433,   ,GL,  ,   ,N,MID, , , ,30
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1629.61,05/13/2019,05/13/2019,MCHLE800687,LE800687_20190513_433,   ,GL,  ,   ,N,MID, , , ,31
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1629.61,05/13/2019,05/13/2019,MCHLE800687,LE800687_20190513_433,   ,GL,  ,   ,N,MID, , , ,32
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,144.04,05/13/2019,05/13/2019,MCHLE800688,LE800688_20190513_434,   ,GL,  ,   ,N,MID, , , ,33
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-144.04,05/13/2019,05/13/2019,MCHLE800688,LE800688_20190513_434,   ,GL,  ,   ,N,MID, , , ,34
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,978.79,05/13/2019,05/13/2019,MCHLE800688,LE800688_20190513_434,   ,GL,  ,   ,N,MID, , , ,35
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-978.79,05/13/2019,05/13/2019,MCHLE800688,LE800688_20190513_434,   ,GL,  ,   ,N,MID, , , ,36
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,73.11,05/13/2019,05/13/2019,  ,GEN4220100011_20190513_466,   ,GL,MCH800086,   ,N,MID, , , ,37
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-73.11,05/13/2019,05/13/2019,  ,GEN4220100011_20190513_466,   ,GL,MCH100009,   ,N,MID, , , ,38
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,496.84,05/13/2019,05/13/2019,  ,GEN4220100011_20190513_466,   ,GL,MCH100009,   ,N,MID, , , ,39
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-496.84,05/13/2019,05/13/2019,  ,GEN4220100011_20190513_466,   ,GL,MCH100009,   ,N,MID, , , ,40
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,173.65,05/14/2019,05/14/2019,MCHLE853039,LE853039_20190514_351,   ,GL,  ,   ,N,MID, , , ,41
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-173.65,05/14/2019,05/14/2019,MCHLE853039,LE853039_20190514_351,   ,GL,  ,   ,N,MID, , , ,42
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1187.19,05/14/2019,05/14/2019,MCHLE853039,LE853039_20190514_351,   ,GL,  ,   ,N,MID, , , ,43
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1187.19,05/14/2019,05/14/2019,MCHLE853039,LE853039_20190514_351,   ,GL,  ,   ,N,MID, , , ,44
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,196.79,05/14/2019,05/14/2019,MCHLE853208,LE853208_20190514_352,   ,GL,  ,   ,N,MID, , , ,45
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-196.79,05/14/2019,05/14/2019,MCHLE853208,LE853208_20190514_352,   ,GL,  ,   ,N,MID, , , ,46
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1345.33,05/14/2019,05/14/2019,MCHLE853208,LE853208_20190514_352,   ,GL,  ,   ,N,MID, , , ,47
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1345.33,05/14/2019,05/14/2019,MCHLE853208,LE853208_20190514_352,   ,GL,  ,   ,N,MID, , , ,48
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,149.03,05/14/2019,05/14/2019,MCHLE853262,LE853262_20190514_353,   ,GL,  ,   ,N,MID, , , ,49
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-149.03,05/14/2019,05/14/2019,MCHLE853262,LE853262_20190514_353,   ,GL,  ,   ,N,MID, , , ,50
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1018.87,05/14/2019,05/14/2019,MCHLE853262,LE853262_20190514_353,   ,GL,  ,   ,N,MID, , , ,51
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1018.87,05/14/2019,05/14/2019,MCHLE853262,LE853262_20190514_353,   ,GL,  ,   ,N,MID, , , ,52
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,70.89,05/14/2019,05/14/2019,MCHLE800689,LE800689_20190514_354,   ,GL,  ,   ,N,MID, , , ,53
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-70.89,05/14/2019,05/14/2019,MCHLE800689,LE800689_20190514_354,   ,GL,  ,   ,N,MID, , , ,54
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,484.62,05/14/2019,05/14/2019,MCHLE800689,LE800689_20190514_354,   ,GL,  ,   ,N,MID, , , ,55
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-484.62,05/14/2019,05/14/2019,MCHLE800689,LE800689_20190514_354,   ,GL,  ,   ,N,MID, , , ,56
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,99.17,05/14/2019,05/14/2019,MCHLE800691,LE800691_20190514_355,   ,GL,  ,   ,N,MID, , , ,57
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-99.17,05/14/2019,05/14/2019,MCHLE800691,LE800691_20190514_355,   ,GL,  ,   ,N,MID, , , ,58
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,677.96,05/14/2019,05/14/2019,MCHLE800691,LE800691_20190514_355,   ,GL,  ,   ,N,MID, , , ,59
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-677.96,05/14/2019,05/14/2019,MCHLE800691,LE800691_20190514_355,   ,GL,  ,   ,N,MID, , , ,60
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,53.92,05/14/2019,05/14/2019,MCHLE800690,LE800690_20190514_356,   ,GL,  ,   ,N,MID, , , ,61
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-53.92,05/14/2019,05/14/2019,MCHLE800690,LE800690_20190514_356,   ,GL,  ,   ,N,MID, , , ,62
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,368.62,05/14/2019,05/14/2019,MCHLE800690,LE800690_20190514_356,   ,GL,  ,   ,N,MID, , , ,63
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-368.62,05/14/2019,05/14/2019,MCHLE800690,LE800690_20190514_356,   ,GL,  ,   ,N,MID, , , ,64
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,221.21,05/14/2019,05/14/2019,MCHLE800692,LE800692_20190514_357,   ,GL,  ,   ,N,MID, , , ,65
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-221.21,05/14/2019,05/14/2019,MCHLE800692,LE800692_20190514_357,   ,GL,  ,   ,N,MID, , , ,66
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1512.3,05/14/2019,05/14/2019,MCHLE800692,LE800692_20190514_357,   ,GL,  ,   ,N,MID, , , ,67
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1512.3,05/14/2019,05/14/2019,MCHLE800692,LE800692_20190514_357,   ,GL,  ,   ,N,MID, , , ,68
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,79.94,05/14/2019,05/14/2019,MCHLE800687,LE800687_20190514_358,   ,GL,  ,   ,N,MID, , , ,69
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-79.94,05/14/2019,05/14/2019,MCHLE800687,LE800687_20190514_358,   ,GL,  ,   ,N,MID, , , ,70
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,546.49,05/14/2019,05/14/2019,MCHLE800687,LE800687_20190514_358,   ,GL,  ,   ,N,MID, , , ,71
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-546.49,05/14/2019,05/14/2019,MCHLE800687,LE800687_20190514_358,   ,GL,  ,   ,N,MID, , , ,72
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,48.01,05/14/2019,05/14/2019,MCHLE800688,LE800688_20190514_359,   ,GL,  ,   ,N,MID, , , ,73
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-48.01,05/14/2019,05/14/2019,MCHLE800688,LE800688_20190514_359,   ,GL,  ,   ,N,MID, , , ,74
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,328.24,05/14/2019,05/14/2019,MCHLE800688,LE800688_20190514_359,   ,GL,  ,   ,N,MID, , , ,75
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-328.24,05/14/2019,05/14/2019,MCHLE800688,LE800688_20190514_359,   ,GL,  ,   ,N,MID, , , ,76
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,24.37,05/14/2019,05/14/2019,  ,GEN4220100011_20190514_385,   ,GL,MCH800086,   ,N,MID, , , ,77
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-24.37,05/14/2019,05/14/2019,  ,GEN4220100011_20190514_385,   ,GL,MCH100009,   ,N,MID, , , ,78
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,166.61,05/14/2019,05/14/2019,  ,GEN4220100011_20190514_385,   ,GL,MCH100009,   ,N,MID, , , ,79
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-166.61,05/14/2019,05/14/2019,  ,GEN4220100011_20190514_385,   ,GL,MCH100009,   ,N,MID, , , ,80
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,173.65,05/15/2019,05/15/2019,MCHLE853039,LE853039_20190515_342,   ,GL,  ,   ,N,MID, , , ,81
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-173.65,05/15/2019,05/15/2019,MCHLE853039,LE853039_20190515_342,   ,GL,  ,   ,N,MID, , , ,82
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1192.12,05/15/2019,05/15/2019,MCHLE853039,LE853039_20190515_342,   ,GL,  ,   ,N,MID, , , ,83
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1192.12,05/15/2019,05/15/2019,MCHLE853039,LE853039_20190515_342,   ,GL,  ,   ,N,MID, , , ,84
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,196.79,05/15/2019,05/15/2019,MCHLE853208,LE853208_20190515_343,   ,GL,  ,   ,N,MID, , , ,85
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-196.79,05/15/2019,05/15/2019,MCHLE853208,LE853208_20190515_343,   ,GL,  ,   ,N,MID, , , ,86
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1350.92,05/15/2019,05/15/2019,MCHLE853208,LE853208_20190515_343,   ,GL,  ,   ,N,MID, , , ,87
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1350.92,05/15/2019,05/15/2019,MCHLE853208,LE853208_20190515_343,   ,GL,  ,   ,N,MID, , , ,88
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,149.03,05/15/2019,05/15/2019,MCHLE853262,LE853262_20190515_344,   ,GL,  ,   ,N,MID, , , ,89
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-149.03,05/15/2019,05/15/2019,MCHLE853262,LE853262_20190515_344,   ,GL,  ,   ,N,MID, , , ,90
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1023.1,05/15/2019,05/15/2019,MCHLE853262,LE853262_20190515_344,   ,GL,  ,   ,N,MID, , , ,91
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1023.1,05/15/2019,05/15/2019,MCHLE853262,LE853262_20190515_344,   ,GL,  ,   ,N,MID, , , ,92
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,70.89,05/15/2019,05/15/2019,MCHLE800689,LE800689_20190515_345,   ,GL,  ,   ,N,MID, , , ,93
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-70.89,05/15/2019,05/15/2019,MCHLE800689,LE800689_20190515_345,   ,GL,  ,   ,N,MID, , , ,94
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,486.64,05/15/2019,05/15/2019,MCHLE800689,LE800689_20190515_345,   ,GL,  ,   ,N,MID, , , ,95
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-486.64,05/15/2019,05/15/2019,MCHLE800689,LE800689_20190515_345,   ,GL,  ,   ,N,MID, , , ,96
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,99.17,05/15/2019,05/15/2019,MCHLE800691,LE800691_20190515_346,   ,GL,  ,   ,N,MID, , , ,97
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-99.17,05/15/2019,05/15/2019,MCHLE800691,LE800691_20190515_346,   ,GL,  ,   ,N,MID, , , ,98
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,680.77,05/15/2019,05/15/2019,MCHLE800691,LE800691_20190515_346,   ,GL,  ,   ,N,MID, , , ,99
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-680.77,05/15/2019,05/15/2019,MCHLE800691,LE800691_20190515_346,   ,GL,  ,   ,N,MID, , , ,100
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,53.92,05/15/2019,05/15/2019,MCHLE800690,LE800690_20190515_347,   ,GL,  ,   ,N,MID, , , ,101
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-53.92,05/15/2019,05/15/2019,MCHLE800690,LE800690_20190515_347,   ,GL,  ,   ,N,MID, , , ,102
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,370.15,05/15/2019,05/15/2019,MCHLE800690,LE800690_20190515_347,   ,GL,  ,   ,N,MID, , , ,103
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-370.15,05/15/2019,05/15/2019,MCHLE800690,LE800690_20190515_347,   ,GL,  ,   ,N,MID, , , ,104
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,221.21,05/15/2019,05/15/2019,MCHLE800692,LE800692_20190515_348,   ,GL,  ,   ,N,MID, , , ,105
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-221.21,05/15/2019,05/15/2019,MCHLE800692,LE800692_20190515_348,   ,GL,  ,   ,N,MID, , , ,106
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1518.59,05/15/2019,05/15/2019,MCHLE800692,LE800692_20190515_348,   ,GL,  ,   ,N,MID, , , ,107
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1518.59,05/15/2019,05/15/2019,MCHLE800692,LE800692_20190515_348,   ,GL,  ,   ,N,MID, , , ,108
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,79.94,05/15/2019,05/15/2019,MCHLE800687,LE800687_20190515_349,   ,GL,  ,   ,N,MID, , , ,109
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-79.94,05/15/2019,05/15/2019,MCHLE800687,LE800687_20190515_349,   ,GL,  ,   ,N,MID, , , ,110
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,548.76,05/15/2019,05/15/2019,MCHLE800687,LE800687_20190515_349,   ,GL,  ,   ,N,MID, , , ,111
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-548.76,05/15/2019,05/15/2019,MCHLE800687,LE800687_20190515_349,   ,GL,  ,   ,N,MID, , , ,112
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,48.01,05/15/2019,05/15/2019,MCHLE800688,LE800688_20190515_350,   ,GL,  ,   ,N,MID, , , ,113
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-48.01,05/15/2019,05/15/2019,MCHLE800688,LE800688_20190515_350,   ,GL,  ,   ,N,MID, , , ,114
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,329.6,05/15/2019,05/15/2019,MCHLE800688,LE800688_20190515_350,   ,GL,  ,   ,N,MID, , , ,115
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-329.6,05/15/2019,05/15/2019,MCHLE800688,LE800688_20190515_350,   ,GL,  ,   ,N,MID, , , ,116
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,24.37,05/15/2019,05/15/2019,  ,GEN4220100011_20190515_376,   ,GL,MCH800086,   ,N,MID, , , ,117
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-24.37,05/15/2019,05/15/2019,  ,GEN4220100011_20190515_376,   ,GL,MCH100009,   ,N,MID, , , ,118
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,167.31,05/15/2019,05/15/2019,  ,GEN4220100011_20190515_376,   ,GL,MCH100009,   ,N,MID, , , ,119
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-167.31,05/15/2019,05/15/2019,  ,GEN4220100011_20190515_376,   ,GL,MCH100009,   ,N,MID, , , ,120
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,173.65,05/16/2019,05/16/2019,MCHLE853039,LE853039_20190516_358,   ,GL,  ,   ,N,MID, , , ,121
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-173.65,05/16/2019,05/16/2019,MCHLE853039,LE853039_20190516_358,   ,GL,  ,   ,N,MID, , , ,122
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1192.8,05/16/2019,05/16/2019,MCHLE853039,LE853039_20190516_358,   ,GL,  ,   ,N,MID, , , ,123
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1192.8,05/16/2019,05/16/2019,MCHLE853039,LE853039_20190516_358,   ,GL,  ,   ,N,MID, , , ,124
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,196.79,05/16/2019,05/16/2019,MCHLE853208,LE853208_20190516_359,   ,GL,  ,   ,N,MID, , , ,125
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-196.79,05/16/2019,05/16/2019,MCHLE853208,LE853208_20190516_359,   ,GL,  ,   ,N,MID, , , ,126
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1351.69,05/16/2019,05/16/2019,MCHLE853208,LE853208_20190516_359,   ,GL,  ,   ,N,MID, , , ,127
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1351.69,05/16/2019,05/16/2019,MCHLE853208,LE853208_20190516_359,   ,GL,  ,   ,N,MID, , , ,128
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,149.03,05/16/2019,05/16/2019,MCHLE853262,LE853262_20190516_360,   ,GL,  ,   ,N,MID, , , ,129
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-149.03,05/16/2019,05/16/2019,MCHLE853262,LE853262_20190516_360,   ,GL,  ,   ,N,MID, , , ,130
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1023.69,05/16/2019,05/16/2019,MCHLE853262,LE853262_20190516_360,   ,GL,  ,   ,N,MID, , , ,131
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1023.69,05/16/2019,05/16/2019,MCHLE853262,LE853262_20190516_360,   ,GL,  ,   ,N,MID, , , ,132
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,70.89,05/16/2019,05/16/2019,MCHLE800689,LE800689_20190516_361,   ,GL,  ,   ,N,MID, , , ,133
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-70.89,05/16/2019,05/16/2019,MCHLE800689,LE800689_20190516_361,   ,GL,  ,   ,N,MID, , , ,134
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,486.92,05/16/2019,05/16/2019,MCHLE800689,LE800689_20190516_361,   ,GL,  ,   ,N,MID, , , ,135
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-486.92,05/16/2019,05/16/2019,MCHLE800689,LE800689_20190516_361,   ,GL,  ,   ,N,MID, , , ,136
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,99.17,05/16/2019,05/16/2019,MCHLE800691,LE800691_20190516_362,   ,GL,  ,   ,N,MID, , , ,137
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-99.17,05/16/2019,05/16/2019,MCHLE800691,LE800691_20190516_362,   ,GL,  ,   ,N,MID, , , ,138
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,681.16,05/16/2019,05/16/2019,MCHLE800691,LE800691_20190516_362,   ,GL,  ,   ,N,MID, , , ,139
