Business Unit,Operating Unit,Account,Product,Sub-Product,Book Code,Affliate,Project ID,Class,Currency,Amount,ADB Date,Accounting Date,Trade Ref,Narrative,Operating Unit Affliate,Acctg Reason Code,Relation ID,Reversal,IntraDay,Source, Trade Group ID,Client Code,Client Name,Doc Seq Number
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-99.17,04/03/2019,04/03/2019,MCHLE800691,LE800691_20190403_369,   ,GL,  ,   ,N,MID, , , ,18
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,666.35,04/03/2019,04/03/2019,MCHLE800691,LE800691_20190403_369,   ,GL,  ,   ,N,MID, , , ,19
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-666.35,04/03/2019,04/03/2019,MCHLE800691,LE800691_20190403_369,   ,GL,  ,   ,N,MID, , , ,20
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,53.92,04/03/2019,04/03/2019,MCHLE800690,LE800690_20190403_370,   ,GL,  ,   ,N,MID, , , ,21
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-53.92,04/03/2019,04/03/2019,MCHLE800690,LE800690_20190403_370,   ,GL,  ,   ,N,MID, , , ,22
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,362.31,04/03/2019,04/03/2019,MCHLE800690,LE800690_20190403_370,   ,GL,  ,   ,N,MID, , , ,23
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-362.31,04/03/2019,04/03/2019,MCHLE800690,LE800690_20190403_370,   ,GL,  ,   ,N,MID, , , ,24
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,221.21,04/03/2019,04/03/2019,MCHLE800692,LE800692_20190403_371,   ,GL,  ,   ,N,MID, , , ,25
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-221.21,04/03/2019,04/03/2019,MCHLE800692,LE800692_20190403_371,   ,GL,  ,   ,N,MID, , , ,26
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,1486.4,04/03/2019,04/03/2019,MCHLE800692,LE800692_20190403_371,   ,GL,  ,   ,N,MID, , , ,27
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-1486.4,04/03/2019,04/03/2019,MCHLE800692,LE800692_20190403_371,   ,GL,  ,   ,N,MID, , , ,28
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,79.94,04/03/2019,04/03/2019,MCHLE800687,LE800687_20190403_372,   ,GL,  ,   ,N,MID, , , ,29
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-79.94,04/03/2019,04/03/2019,MCHLE800687,LE800687_20190403_372,   ,GL,  ,   ,N,MID, , , ,30
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,537.13,04/03/2019,04/03/2019,MCHLE800687,LE800687_20190403_372,   ,GL,  ,   ,N,MID, , , ,31
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-537.13,04/03/2019,04/03/2019,MCHLE800687,LE800687_20190403_372,   ,GL,  ,   ,N,MID, , , ,32
CN003,AS00B13E,4200050000,LOAN,   ,B,   ,   ,   ,USD,48.01,04/03/2019,04/03/2019,MCHLE800688,LE800688_20190403_373,   ,GL,  ,   ,N,MID, , , ,33
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-48.01,04/03/2019,04/03/2019,MCHLE800688,LE800688_20190403_373,   ,GL,  ,   ,N,MID, , , ,34
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,322.62,04/03/2019,04/03/2019,MCHLE800688,LE800688_20190403_373,   ,GL,  ,   ,N,MID, , , ,35
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-322.62,04/03/2019,04/03/2019,MCHLE800688,LE800688_20190403_373,   ,GL,  ,   ,N,MID, , , ,36
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,1.47,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_403,   ,GL,MCH800086,   ,N,MID, , , ,37
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-1.47,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_403,   ,GL,MCH100009,   ,N,MID, , , ,38
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,9.9,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_403,   ,GL,MCH100009,   ,N,MID, , , ,39
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-9.9,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_403,   ,GL,MCH100009,   ,N,MID, , , ,40
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,10.32,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_404,   ,GL,MCH800086,   ,N,MID, , , ,41
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-10.32,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_404,   ,GL,MCH100009,   ,N,MID, , , ,42
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,69.33,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_404,   ,GL,MCH100009,   ,N,MID, , , ,43
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-69.33,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_404,   ,GL,MCH100009,   ,N,MID, , , ,44
CN003,AS00B13E,4220100000,ALLL,   ,B,   ,   ,   ,USD,17.69,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_405,   ,GL,MCH800086,   ,N,MID, , , ,45
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,USD,-17.69,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_405,   ,GL,MCH100009,   ,N,MID, , , ,46
CN003,AS00B11E,4250200000,SPOT,   ,B,   ,   ,   ,RMB,118.86,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_405,   ,GL,MCH100009,   ,N,MID, , , ,47
CN003,AS00B11E,2650050000,,   ,B,   ,   ,   ,RMB,-118.86,04/03/2019,04/03/2019,  ,GEN4220100011_20190403_405,   ,GL,MCH100009,   ,N,MID, , , ,48
CN002,AS00X08F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,2359.67,04/03/2019,04/03/2019,MCHLE853246,LE853246_20190403_007,   ,GL,  ,   ,N,MID, , , ,49
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-2359.67,04/03/2019,04/03/2019,MCHLE853246,LE853246_20190403_007,   ,GL,  ,   ,N,MID, , , ,50
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,31.13,04/03/2019,04/03/2019,MCHLE852971,LE852971_20190403_008,   ,GL,  ,   ,N,MID, , , ,51
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-31.13,04/03/2019,04/03/2019,MCHLE852971,LE852971_20190403_008,   ,GL,  ,   ,N,MID, , , ,52
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,26.46,04/03/2019,04/03/2019,MCHLE852979,LE852979_20190403_009,   ,GL,  ,   ,N,MID, , , ,53
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-26.46,04/03/2019,04/03/2019,MCHLE852979,LE852979_20190403_009,   ,GL,  ,   ,N,MID, , , ,54
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,62.26,04/03/2019,04/03/2019,MCHLE852997,LE852997_20190403_010,   ,GL,  ,   ,N,MID, , , ,55
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-62.26,04/03/2019,04/03/2019,MCHLE852997,LE852997_20190403_010,   ,GL,  ,   ,N,MID, , , ,56
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,43.64,04/03/2019,04/03/2019,MCHLE853022,LE853022_20190403_011,   ,GL,  ,   ,N,MID, , , ,57
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-43.64,04/03/2019,04/03/2019,MCHLE853022,LE853022_20190403_011,   ,GL,  ,   ,N,MID, , , ,58
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,36.11,04/03/2019,04/03/2019,MCHLE853029,LE853029_20190403_012,   ,GL,  ,   ,N,MID, , , ,59
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-36.11,04/03/2019,04/03/2019,MCHLE853029,LE853029_20190403_012,   ,GL,  ,   ,N,MID, , , ,60
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,23.59,04/03/2019,04/03/2019,MCHLE853085,LE853085_20190403_013,   ,GL,  ,   ,N,MID, , , ,61
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-23.59,04/03/2019,04/03/2019,MCHLE853085,LE853085_20190403_013,   ,GL,  ,   ,N,MID, , , ,62
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,25.58,04/03/2019,04/03/2019,MCHLE853102,LE853102_20190403_014,   ,GL,  ,   ,N,MID, , , ,63
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-25.58,04/03/2019,04/03/2019,MCHLE853102,LE853102_20190403_014,   ,GL,  ,   ,N,MID, , , ,64
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,27.08,04/03/2019,04/03/2019,MCHLE853108,LE853108_20190403_015,   ,GL,  ,   ,N,MID, , , ,65
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-27.08,04/03/2019,04/03/2019,MCHLE853108,LE853108_20190403_015,   ,GL,  ,   ,N,MID, , , ,66
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,14.78,04/03/2019,04/03/2019,MCHLE853130,LE853130_20190403_016,   ,GL,  ,   ,N,MID, , , ,67
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-14.78,04/03/2019,04/03/2019,MCHLE853130,LE853130_20190403_016,   ,GL,  ,   ,N,MID, , , ,68
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,15.05,04/03/2019,04/03/2019,MCHLE853131,LE853131_20190403_017,   ,GL,  ,   ,N,MID, , , ,69
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-15.05,04/03/2019,04/03/2019,MCHLE853131,LE853131_20190403_017,   ,GL,  ,   ,N,MID, , , ,70
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,26.65,04/03/2019,04/03/2019,MCHLE853136,LE853136_20190403_018,   ,GL,  ,   ,N,MID, , , ,71
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-26.65,04/03/2019,04/03/2019,MCHLE853136,LE853136_20190403_018,   ,GL,  ,   ,N,MID, , , ,72
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,13.51,04/03/2019,04/03/2019,MCHLE853139,LE853139_20190403_019,   ,GL,  ,   ,N,MID, , , ,73
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-13.51,04/03/2019,04/03/2019,MCHLE853139,LE853139_20190403_019,   ,GL,  ,   ,N,MID, , , ,74
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,45.89,04/03/2019,04/03/2019,MCHLE853140,LE853140_20190403_020,   ,GL,  ,   ,N,MID, , , ,75
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-45.89,04/03/2019,04/03/2019,MCHLE853140,LE853140_20190403_020,   ,GL,  ,   ,N,MID, , , ,76
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,43.16,04/03/2019,04/03/2019,MCHLE853151,LE853151_20190403_021,   ,GL,  ,   ,N,MID, , , ,77
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-43.16,04/03/2019,04/03/2019,MCHLE853151,LE853151_20190403_021,   ,GL,  ,   ,N,MID, , , ,78
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,30.02,04/03/2019,04/03/2019,MCHLE853152,LE853152_20190403_022,   ,GL,  ,   ,N,MID, , , ,79
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-30.02,04/03/2019,04/03/2019,MCHLE853152,LE853152_20190403_022,   ,GL,  ,   ,N,MID, , , ,80
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,30.66,04/03/2019,04/03/2019,MCHLE853163,LE853163_20190403_023,   ,GL,  ,   ,N,MID, , , ,81
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-30.66,04/03/2019,04/03/2019,MCHLE853163,LE853163_20190403_023,   ,GL,  ,   ,N,MID, , , ,82
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,3.49,04/03/2019,04/03/2019,MCHLE852985,LE852985_20190403_024,   ,GL,  ,   ,N,MID, , , ,83
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-3.49,04/03/2019,04/03/2019,MCHLE852985,LE852985_20190403_024,   ,GL,  ,   ,N,MID, , , ,84
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.74,04/03/2019,04/03/2019,MCHLE852994,LE852994_20190403_025,   ,GL,  ,   ,N,MID, , , ,85
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.74,04/03/2019,04/03/2019,MCHLE852994,LE852994_20190403_025,   ,GL,  ,   ,N,MID, , , ,86
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,8.71,04/03/2019,04/03/2019,MCHLE852995,LE852995_20190403_026,   ,GL,  ,   ,N,MID, , , ,87
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-8.71,04/03/2019,04/03/2019,MCHLE852995,LE852995_20190403_026,   ,GL,  ,   ,N,MID, , , ,88
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,18.81,04/03/2019,04/03/2019,MCHLE853011,LE853011_20190403_027,   ,GL,  ,   ,N,MID, , , ,89
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-18.81,04/03/2019,04/03/2019,MCHLE853011,LE853011_20190403_027,   ,GL,  ,   ,N,MID, , , ,90
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.16,04/03/2019,04/03/2019,MCHLE853021,LE853021_20190403_028,   ,GL,  ,   ,N,MID, , , ,91
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.16,04/03/2019,04/03/2019,MCHLE853021,LE853021_20190403_028,   ,GL,  ,   ,N,MID, , , ,92
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,7.61,04/03/2019,04/03/2019,MCHLE853025,LE853025_20190403_029,   ,GL,  ,   ,N,MID, , , ,93
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-7.61,04/03/2019,04/03/2019,MCHLE853025,LE853025_20190403_029,   ,GL,  ,   ,N,MID, , , ,94
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,7.73,04/03/2019,04/03/2019,MCHLE853057,LE853057_20190403_030,   ,GL,  ,   ,N,MID, , , ,95
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-7.73,04/03/2019,04/03/2019,MCHLE853057,LE853057_20190403_030,   ,GL,  ,   ,N,MID, , , ,96
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,9.85,04/03/2019,04/03/2019,MCHLE853061,LE853061_20190403_031,   ,GL,  ,   ,N,MID, , , ,97
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-9.85,04/03/2019,04/03/2019,MCHLE853061,LE853061_20190403_031,   ,GL,  ,   ,N,MID, , , ,98
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,27.7,04/03/2019,04/03/2019,MCHLE853063,LE853063_20190403_032,   ,GL,  ,   ,N,MID, , , ,99
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-27.7,04/03/2019,04/03/2019,MCHLE853063,LE853063_20190403_032,   ,GL,  ,   ,N,MID, , , ,100
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.6,04/03/2019,04/03/2019,MCHLE853065,LE853065_20190403_033,   ,GL,  ,   ,N,MID, , , ,101
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.6,04/03/2019,04/03/2019,MCHLE853065,LE853065_20190403_033,   ,GL,  ,   ,N,MID, , , ,102
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,12.92,04/03/2019,04/03/2019,MCHLE853073,LE853073_20190403_034,   ,GL,  ,   ,N,MID, , , ,103
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-12.92,04/03/2019,04/03/2019,MCHLE853073,LE853073_20190403_034,   ,GL,  ,   ,N,MID, , , ,104
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,42.25,04/03/2019,04/03/2019,MCHLE853081,LE853081_20190403_035,   ,GL,  ,   ,N,MID, , , ,105
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-42.25,04/03/2019,04/03/2019,MCHLE853081,LE853081_20190403_035,   ,GL,  ,   ,N,MID, , , ,106
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,8.37,04/03/2019,04/03/2019,MCHLE853089,LE853089_20190403_036,   ,GL,  ,   ,N,MID, , , ,107
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-8.37,04/03/2019,04/03/2019,MCHLE853089,LE853089_20190403_036,   ,GL,  ,   ,N,MID, , , ,108
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.66,04/03/2019,04/03/2019,MCHLE853092,LE853092_20190403_037,   ,GL,  ,   ,N,MID, , , ,109
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.66,04/03/2019,04/03/2019,MCHLE853092,LE853092_20190403_037,   ,GL,  ,   ,N,MID, , , ,110
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,7.14,04/03/2019,04/03/2019,MCHLE853095,LE853095_20190403_038,   ,GL,  ,   ,N,MID, , , ,111
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-7.14,04/03/2019,04/03/2019,MCHLE853095,LE853095_20190403_038,   ,GL,  ,   ,N,MID, , , ,112
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.42,04/03/2019,04/03/2019,MCHLE853132,LE853132_20190403_039,   ,GL,  ,   ,N,MID, , , ,113
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.42,04/03/2019,04/03/2019,MCHLE853132,LE853132_20190403_039,   ,GL,  ,   ,N,MID, , , ,114
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.54,04/03/2019,04/03/2019,MCHLE853133,LE853133_20190403_040,   ,GL,  ,   ,N,MID, , , ,115
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.54,04/03/2019,04/03/2019,MCHLE853133,LE853133_20190403_040,   ,GL,  ,   ,N,MID, , , ,116
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.99,04/03/2019,04/03/2019,MCHLE853147,LE853147_20190403_041,   ,GL,  ,   ,N,MID, , , ,117
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.99,04/03/2019,04/03/2019,MCHLE853147,LE853147_20190403_041,   ,GL,  ,   ,N,MID, , , ,118
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,6.02,04/03/2019,04/03/2019,MCHLE853156,LE853156_20190403_042,   ,GL,  ,   ,N,MID, , , ,119
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-6.02,04/03/2019,04/03/2019,MCHLE853156,LE853156_20190403_042,   ,GL,  ,   ,N,MID, , , ,120
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,50.44,04/03/2019,04/03/2019,MCHLE853159,LE853159_20190403_043,   ,GL,  ,   ,N,MID, , , ,121
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-50.44,04/03/2019,04/03/2019,MCHLE853159,LE853159_20190403_043,   ,GL,  ,   ,N,MID, , , ,122
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.68,04/03/2019,04/03/2019,MCHLE853167,LE853167_20190403_044,   ,GL,  ,   ,N,MID, , , ,123
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.68,04/03/2019,04/03/2019,MCHLE853167,LE853167_20190403_044,   ,GL,  ,   ,N,MID, , , ,124
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,27.02,04/03/2019,04/03/2019,MCHLE853168,LE853168_20190403_045,   ,GL,  ,   ,N,MID, , , ,125
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-27.02,04/03/2019,04/03/2019,MCHLE853168,LE853168_20190403_045,   ,GL,  ,   ,N,MID, , , ,126
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,12.53,04/03/2019,04/03/2019,MCHLE853177,LE853177_20190403_046,   ,GL,  ,   ,N,MID, , , ,127
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-12.53,04/03/2019,04/03/2019,MCHLE853177,LE853177_20190403_046,   ,GL,  ,   ,N,MID, , , ,128
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,10.61,04/03/2019,04/03/2019,MCHLE853178,LE853178_20190403_047,   ,GL,  ,   ,N,MID, , , ,129
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-10.61,04/03/2019,04/03/2019,MCHLE853178,LE853178_20190403_047,   ,GL,  ,   ,N,MID, , , ,130
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,40.55,04/03/2019,04/03/2019,MCHLE853181,LE853181_20190403_048,   ,GL,  ,   ,N,MID, , , ,131
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-40.55,04/03/2019,04/03/2019,MCHLE853181,LE853181_20190403_048,   ,GL,  ,   ,N,MID, , , ,132
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,4.19,04/03/2019,04/03/2019,MCHLE853203,LE853203_20190403_049,   ,GL,  ,   ,N,MID, , , ,133
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-4.19,04/03/2019,04/03/2019,MCHLE853203,LE853203_20190403_049,   ,GL,  ,   ,N,MID, , , ,134
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,25.73,04/03/2019,04/03/2019,MCHLE853205,LE853205_20190403_050,   ,GL,  ,   ,N,MID, , , ,135
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-25.73,04/03/2019,04/03/2019,MCHLE853205,LE853205_20190403_050,   ,GL,  ,   ,N,MID, , , ,136
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,12.13,04/03/2019,04/03/2019,MCHLE853217,LE853217_20190403_051,   ,GL,  ,   ,N,MID, , , ,137
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-12.13,04/03/2019,04/03/2019,MCHLE853217,LE853217_20190403_051,   ,GL,  ,   ,N,MID, , , ,138
CN002,AS00X13F,4200050000,LOAN,   ,B,   ,   ,   ,RMB,5.05,04/03/2019,04/03/2019,MCHLE853218,LE853218_20190403_052,   ,GL,  ,   ,N,MID, , , ,139
CN002,AS00X11F,2650050000,,   ,B,   ,   ,   ,RMB,-5.05,04/03/2019,04/03/2019,MCHLE853218,LE853218_20190403_052,   ,GL,  ,   ,N,MID, , , ,140
